,Answer,Answered,Correct,Select2,Select4,Select3,Select1,TextLength,WordCount,AvgWordLength,AnswerRate,Entropy
611,2,2280,671,671,376,756,477,134,23,5.826086956521739,0.2942982456140351,0.9905466522609864
612,4,1711,1246,154,1246,244,67,66,11,6.0,0.72822910578609,0.6213520275379516
613,3,192,63,41,67,63,21,231,45,5.133333333333334,0.328125,0.9391201644027114
614,1,2615,1650,279,437,249,1650,139,18,7.722222222222222,0.6309751434034416,0.7616516381326621
615,2,2291,1331,1331,316,405,239,201,39,5.153846153846154,0.5809690091663029,0.8153689849725501
616,3,2830,1966,532,201,1966,131,41,6,6.833333333333333,0.6946996466431096,0.6442792112090576
617,2,2197,1029,1029,339,443,386,145,16,9.0625,0.46836595357305416,0.9167791895311026
618,2,322,105,105,54,107,56,73,11,6.636363636363637,0.32608695652173914,0.9697520711182406
619,1,167,53,66,25,23,53,26,2,13.0,0.31736526946107785,0.9242264613993445
620,2,846,358,358,95,165,228,237,40,5.925,0.4231678486997636,0.9177107992796422
621,3,75,42,8,5,42,20,76,14,5.428571428571429,0.56,0.7717298717334565
622,3,1914,1235,261,191,1235,227,187,35,5.3428571428571425,0.6452455590386625,0.7545359108465786
623,3,2578,862,517,584,862,615,63,9,7.0,0.3343677269200931,1.0004755174906754
624,2,2291,824,824,568,519,380,130,10,13.0,0.35966826713225664,0.9801286883146241
625,1,2918,1771,322,576,249,1771,33,7,4.714285714285714,0.6069225496915696,0.7735251699150265
626,2,2552,1352,1352,472,496,232,276,51,5.411764705882353,0.5297805642633229,0.8484954397645323
627,3,2236,960,496,201,960,579,116,13,8.923076923076923,0.4293381037567084,0.900473279000306
628,2,2175,737,737,504,400,534,140,17,8.235294117647058,0.3388505747126437,0.9950453677378654
629,3,2342,1827,211,162,1827,142,90,12,7.5,0.7801024765157984,0.571563435350436
630,3,7,5,0,2,5,0,0,0,0.0,0.7142857142857143,0.3579322767129623
631,2,623,297,297,91,108,127,56,10,5.6,0.4767255216693419,0.9089759510786831
632,3,137,53,27,25,53,32,58,10,5.8,0.38686131386861317,0.9701850939864916
633,2,180,86,86,34,25,35,92,15,6.133333333333334,0.4777777777777778,0.9074033798494212
634,3,2842,2361,194,103,2361,184,187,35,5.3428571428571425,0.830752990851513,0.48069982527024896
635,4,2705,1629,209,1629,633,234,245,34,7.205882352941177,0.6022181146025878,0.7494393940651738
636,4,1713,1280,177,1280,128,128,86,12,7.166666666666667,0.7472270869819031,0.6221952122272937
637,2,2650,1803,1803,241,389,217,35,5,7.0,0.680377358490566,0.7046092773657298
638,4,2677,1305,677,1305,260,435,209,36,5.805555555555555,0.4874859917818454,0.8694165126487481
639,1,2879,1767,342,576,194,1767,25,1,25.0,0.6137547759638764,0.7567602402452969
640,1,2345,905,486,487,467,905,129,13,9.923076923076923,0.3859275053304904,0.9739619607588532
641,3,1575,492,350,381,492,352,125,19,6.578947368421052,0.31238095238095237,1.0124292617214459
642,2,2861,1479,1479,410,735,237,28,4,7.0,0.5169521146452289,0.8338961578288943
643,3,865,591,167,62,591,45,33,7,4.714285714285714,0.6832369942196532,0.6602321090326899
644,2,2385,1514,1514,520,253,98,168,27,6.222222222222222,0.6348008385744235,0.7012419076380805
645,2,2313,1547,1547,172,199,395,136,21,6.476190476190476,0.6688283614353653,0.7061261219201259
646,2,2616,1749,1749,252,331,284,89,9,9.88888888888889,0.6685779816513762,0.728037189932671
647,4,467,153,118,153,61,135,114,19,6.0,0.32762312633832974,0.9722295512148293
648,3,78,37,17,7,37,17,76,13,5.846153846153846,0.47435897435897434,0.8804415019612144
649,3,136,66,16,19,66,35,87,15,5.8,0.4852941176470588,0.8760507330102595
650,4,2630,1426,306,1426,412,486,53,6,8.833333333333334,0.5422053231939163,0.8527033666774853
651,2,82,48,48,10,11,13,9,1,9.0,0.5853658536585366,0.8180660223080745
652,1,603,427,62,49,65,427,32,6,5.333333333333333,0.7081260364842454,0.6779779893873166
653,4,2164,1366,314,1366,250,234,183,32,5.71875,0.6312384473197782,0.7699592036315663
654,2,320,218,218,16,49,37,99,17,5.823529411764706,0.68125,0.6865755144995976
655,3,2375,1386,376,226,1386,387,229,39,5.871794871794871,0.5835789473684211,0.811273959004178
656,1,1744,1178,157,144,265,1178,22,0,0.0,0.6754587155963303,0.7089885365048361
657,3,1705,1136,194,256,1136,119,102,15,6.8,0.6662756598240469,0.7178097932105563
658,1,2477,1223,377,488,389,1223,211,36,5.861111111111111,0.4937424303593056,0.8972954308388557
659,3,2422,1596,191,87,1596,548,152,24,6.333333333333333,0.6589595375722543,0.6560376230346826
660,4,6,6,0,6,0,0,167,31,5.387096774193548,1.0,0.0
661,2,1674,410,410,369,306,589,233,42,5.5476190476190474,0.24492234169653523,1.0114944063962366
662,1,1431,680,221,182,348,680,168,25,6.72,0.4751921733053808,0.894600332915428
663,2,167,48,48,34,51,34,23,3,7.666666666666667,0.2874251497005988,1.0103331780524207
664,3,2621,1171,574,300,1171,576,38,7,5.428571428571429,0.4467760396795116,0.9136738711842101
665,4,230,125,31,125,22,52,53,8,6.625,0.5434782608695652,0.8307700728599079
666,1,78,44,16,5,13,44,0,0,0.0,0.5641025641025641,0.7996814018261429
667,1,1622,639,436,267,280,639,137,20,6.85,0.39395807644882863,0.9533740301513203
668,3,2934,2113,379,270,2113,172,185,32,5.78125,0.7201772324471711,0.6502027700843178
669,4,2192,996,319,996,181,696,173,34,5.088235294117647,0.4543795620437956,0.8506961729238047
670,3,2825,964,734,467,964,660,219,41,5.341463414634147,0.34123893805309735,0.9874254723028131
671,4,112,47,26,47,21,18,73,6,12.166666666666666,0.41964285714285715,0.9466986947437479
672,1,1727,1398,57,123,149,1398,84,12,7.0,0.8094962362478286,0.5121434957423319
673,2,2348,1822,1822,161,224,141,92,12,7.666666666666667,0.7759795570698467,0.5768159822220154
674,2,2107,792,792,239,452,624,57,9,6.333333333333333,0.375889890840057,0.9374963835283274
675,2,2577,1260,1260,273,803,241,194,36,5.388888888888889,0.4889406286379511,0.8227587730202458
676,1,2878,1661,515,346,356,1661,35,5,7.0,0.5771369006254343,0.8211029950758376
677,4,1805,752,694,752,285,74,108,15,7.2,0.4166204986149584,0.7899118216355874
678,4,2621,1156,340,1156,357,768,55,6,9.166666666666666,0.44105303319343764,0.8961645225977019
679,3,1546,1326,106,74,1326,40,99,13,7.615384615384615,0.8576972833117723,0.42378604875477077
680,2,11,4,4,2,2,3,87,11,7.909090909090909,0.36363636363636365,0.9742583019404076
681,3,623,302,133,71,302,117,287,54,5.314814814814815,0.48475120385232745,0.8912494010208801
682,3,1737,1150,185,354,1150,48,64,11,5.818181818181818,0.6620610247553252,0.6618626277323567
683,1,2107,1533,235,142,197,1533,83,13,6.384615384615385,0.7275747508305648,0.6479888680393755
684,1,1567,477,774,198,118,477,121,18,6.722222222222222,0.3044033184428845,0.8045351603351292
685,1,1536,926,151,134,325,926,68,7,9.714285714285714,0.6028645833333334,0.7694456670260457
686,2,2146,1173,1173,200,432,341,71,11,6.454545454545454,0.5465983224603914,0.8361318388069684
687,4,1716,1011,187,1011,100,418,213,42,5.071428571428571,0.5891608391608392,0.7512232422423134
688,3,1727,1298,204,137,1298,88,64,9,7.111111111111111,0.7515923566878981,0.6050301200163113
689,3,324,196,48,24,196,56,94,15,6.266666666666667,0.6049382716049383,0.779088070642964
690,1,1706,1370,88,87,161,1370,80,13,6.153846153846154,0.8030480656506448,0.5274530550209944
691,3,2184,1432,338,220,1432,194,140,25,5.6,0.6556776556776557,0.7350324054914197
692,2,73,38,38,21,9,5,21,4,5.25,0.5205479452054794,0.800121897120621
693,2,115,49,49,21,30,15,141,23,6.130434782608695,0.4260869565217391,0.9267293462033461
694,3,85,28,11,13,28,33,134,18,7.444444444444445,0.32941176470588235,0.9191197934561428
695,1,1649,943,247,294,165,943,77,10,7.7,0.5718617343844754,0.8221480884104295
696,1,2557,1368,817,151,221,1368,137,20,6.85,0.5350019554165037,0.7432479967642244
697,2,571,344,344,65,86,76,203,38,5.342105263157895,0.6024518388791593,0.8008976825028634
698,2,68,20,20,7,23,18,79,7,11.285714285714286,0.29411764705882354,0.9525285323024194
699,1,78,24,19,21,14,24,176,28,6.285714285714286,0.3076923076923077,1.005591823465001
700,3,1689,1282,164,107,1282,136,46,8,5.75,0.7590290112492599,0.6040782511723382
701,3,1255,522,237,208,522,288,290,48,6.041666666666667,0.4159362549800797,0.9504415951328609
702,4,166,54,31,54,43,38,448,81,5.530864197530864,0.3253012048192771,1.0007780115208884
703,4,78,26,18,26,13,21,99,10,9.9,0.3333333333333333,0.9902930064940505
704,2,1723,995,995,426,175,127,130,20,6.5,0.5774811375507836,0.7699861411867237
705,1,860,434,232,59,135,434,88,14,6.285714285714286,0.5046511627906977,0.8279340968758703
706,1,1490,833,178,364,115,833,57,9,6.333333333333333,0.5590604026845638,0.7958405735367222
707,2,2270,1377,1377,155,401,337,106,15,7.066666666666666,0.6066079295154185,0.7726922822261726
708,2,84,28,28,21,11,24,227,40,5.675,0.3333333333333333,0.9707217811178681
709,1,2135,635,391,318,791,635,241,45,5.355555555555555,0.297423887587822,0.9623687120896951
710,4,2171,1605,214,1605,164,188,71,6,11.833333333333334,0.7392906494702902,0.6353743822023206
711,1,1593,479,390,381,343,479,103,16,6.4375,0.30069052102950405,1.0173218127309251
712,2,1243,665,665,197,182,199,188,28,6.714285714285714,0.5349959774738536,0.8665531899948966
713,2,458,308,308,44,64,42,152,23,6.608695652173913,0.6724890829694323,0.7191602454624537
714,1,2318,1401,240,278,399,1401,207,40,5.175,0.6044003451251079,0.7920233931703589
715,2,11,6,6,3,2,0,76,7,10.857142857142858,0.5454545454545454,0.6643041033516031
716,1,1488,790,283,192,223,790,183,28,6.535714285714286,0.5309139784946236,0.8643289555419107
717,2,1723,1005,1005,181,424,113,38,4,9.5,0.583284968078932,0.7604170601480525
718,4,658,121,136,121,203,198,230,36,6.388888888888889,0.1838905775075988,1.0500369268063698
719,2,104,39,39,15,24,26,0,0,0.0,0.375,0.9642389760648735
720,4,588,252,189,252,88,59,79,10,7.9,0.42857142857142855,0.8797784350053514
721,2,1679,1015,1015,185,298,181,66,12,5.5,0.604526503871352,0.7899973668983157
722,3,6,3,2,1,3,0,73,14,5.214285714285714,0.5,0.6648306744273791
723,2,627,396,396,114,53,64,41,7,5.857142857142857,0.631578947368421,0.7517353094353283
724,3,70,33,24,5,33,8,23,2,11.5,0.4714285714285714,0.8034044304552344
725,3,1002,390,215,228,390,169,124,19,6.526315789473684,0.38922155688622756,0.9673035390175293
726,3,317,88,36,43,88,150,199,34,5.852941176470588,0.277602523659306,0.8720975562909015
727,2,2911,2200,2200,181,218,312,54,12,4.5,0.7557540364136036,0.6061663521330964
728,2,97,56,56,1,28,12,0,0,0.0,0.5773195876288659,0.6643561240853297
729,4,2122,530,561,530,219,812,206,38,5.421052631578948,0.24976437323279924,0.9536887761948942
730,2,4,3,3,0,1,0,95,14,6.785714285714286,0.75,0.34657359027997264
731,3,1688,1291,166,144,1291,87,86,14,6.142857142857143,0.7648104265402843,0.5909057326468093
732,3,2345,1009,429,392,1009,515,43,1,43.0,0.4302771855010661,0.9426732351370501
733,3,85,72,10,2,72,1,91,15,6.066666666666666,0.8470588235294118,0.39226260050957373
734,4,1469,411,255,411,547,256,137,19,7.2105263157894735,0.27978216473791695,0.9762910875867745
735,3,2290,1317,351,285,1317,337,188,32,5.875,0.5751091703056769,0.8288050116155683
736,4,2876,1448,293,1448,906,229,38,7,5.428571428571429,0.5034770514603616,0.7980569686974957
737,3,1317,674,305,151,674,187,276,50,5.52,0.5117691723614275,0.8642514545518662
738,3,2634,1552,397,272,1552,413,56,6,9.333333333333334,0.5892179195140471,0.810185037696985
739,2,174,110,110,23,14,27,99,17,5.823529411764706,0.632183908045977,0.7593607711875225
740,1,2469,1271,517,290,391,1271,69,12,5.75,0.5147833130822195,0.8707941516792379
741,2,637,453,453,69,50,65,181,31,5.838709677419355,0.7111459968602826,0.6734002276192205
742,3,2562,2041,104,163,2041,254,80,13,6.153846153846154,0.7966432474629196,0.534469287390717
743,1,174,46,58,30,40,46,269,47,5.723404255319149,0.26436781609195403,1.007254506168651
744,1,2170,1198,307,283,382,1198,193,39,4.948717948717949,0.552073732718894,0.8481191405536965
745,2,2602,1038,1038,258,1077,229,206,36,5.722222222222222,0.398923904688701,0.8081561152068348
746,3,655,257,224,65,257,109,148,17,8.705882352941176,0.39236641221374047,0.8946320862001652
747,4,226,134,31,134,28,33,100,16,6.25,0.5929203539823009,0.8121643397376602
748,1,1904,783,396,353,372,783,258,39,6.615384615384615,0.4112394957983193,0.9580554768198428
749,1,2674,1158,530,131,855,1158,62,6,10.333333333333334,0.4330590875093493,0.833130145798681
750,2,1689,892,892,110,596,91,69,10,6.9,0.5281231497927767,0.7028379898133031
751,1,2380,1724,264,147,245,1724,95,12,7.916666666666667,0.7243697478991596,0.6499382217907653
752,3,104,24,29,31,24,20,53,6,8.833333333333334,0.23076923076923078,1.0339561928036798
753,3,2281,1639,204,200,1639,238,316,23,13.73913043478261,0.718544498027181,0.665155926487917
754,3,2653,1324,385,141,1324,803,213,33,6.454545454545454,0.49905767056162836,0.7978053302320723
755,4,2178,971,451,971,336,420,138,17,8.117647058823529,0.445821854912764,0.9318043166740491
756,1,657,398,91,68,100,398,117,20,5.85,0.6057838660578386,0.7950965040238911
757,4,4,1,1,1,1,1,82,16,5.125,0.25,1.0397207708399179
758,1,2807,1788,264,356,399,1788,162,27,6.0,0.6369789811186319,0.7615274768648923
759,1,138,51,29,29,29,51,133,22,6.045454545454546,0.3695652173913043,0.9834516913032867
760,1,6,4,2,0,0,4,95,14,6.785714285714286,0.6666666666666666,0.3662040962227032
761,2,2882,1166,1166,657,778,281,69,12,5.75,0.40458015267175573,0.9175392638924655
762,3,1884,540,392,441,540,511,213,39,5.461538461538462,0.28662420382165604,1.0204461825048754
763,3,104,55,20,12,55,17,23,0,0.0,0.5288461538461539,0.8622788648118823
764,4,2941,1918,545,1918,300,178,173,21,8.238095238095237,0.6521591295477729,0.7149860862633177
765,1,84,42,13,6,23,42,92,10,9.2,0.5,0.8319409538414337
766,2,1701,694,694,357,427,223,47,9,5.222222222222222,0.4079952968841858,0.9410033161452513
767,3,2367,1224,497,323,1224,323,146,11,13.272727272727273,0.5171102661596958,0.8713000029161906
768,4,2636,1590,481,1590,359,206,123,19,6.473684210526316,0.6031866464339909,0.7811507335592607
769,1,2567,952,547,545,523,952,214,29,7.379310344827586,0.3708609271523179,0.982595881723664
770,1,1726,866,396,195,269,866,73,12,6.083333333333333,0.5017381228273464,0.8738186019256671
771,3,72,22,14,11,22,25,42,3,14.0,0.3055555555555556,0.9727466626903063
772,3,2204,1632,231,164,1632,177,32,7,4.571428571428571,0.7404718693284936,0.632267512448627
773,3,89,46,2,13,46,28,99,17,5.823529411764706,0.5168539325842697,0.7301011416343419
774,3,81,28,10,26,28,17,127,22,5.7727272727272725,0.345679012345679,0.9506767583973406
775,1,80,26,20,19,15,26,24,5,4.8,0.325,1.0018712397576783
776,1,1615,794,381,206,234,794,36,1,36.0,0.491640866873065,0.8832859998678443
777,3,622,183,195,114,183,130,237,49,4.836734693877551,0.2942122186495177,1.0018001368430403
778,2,861,575,575,48,92,146,86,12,7.166666666666667,0.667828106852497,0.700797054453918
779,1,337,217,39,30,51,217,59,9,6.555555555555555,0.6439169139465876,0.7506588092712817
780,3,317,125,102,35,125,55,37,7,5.285714285714286,0.3943217665615142,0.912054909430684
781,4,2597,1543,391,1543,410,253,91,12,7.583333333333333,0.5941470927993839,0.803361432042307
782,1,1263,754,187,203,119,754,104,15,6.933333333333334,0.5969912905779889,0.7991923566894992
783,3,203,87,26,15,87,75,70,7,10.0,0.42857142857142855,0.8235912416183861
784,4,456,84,75,84,217,80,132,24,5.5,0.18421052631578946,0.9556049564296889
785,2,2335,1121,1121,443,469,302,233,39,5.9743589743589745,0.48008565310492507,0.9022990487051514
786,3,2685,1880,345,177,1880,283,52,6,8.666666666666666,0.7001862197392924,0.6800607772866532
787,4,2313,1411,204,1411,288,410,73,1,73.0,0.6100302637267618,0.7802462882979078
788,3,2594,1718,331,245,1718,300,90,17,5.294117647058823,0.6622976098689283,0.7350630645341522
789,3,2403,884,680,507,884,332,109,15,7.266666666666667,0.36787349146899706,0.958981212578855
790,3,2436,1331,480,231,1331,394,106,12,8.833333333333334,0.5463875205254516,0.8381019604228511
791,2,2273,1937,1937,79,196,61,4,0,0.0,0.8521777386713595,0.42518055325376436
792,3,1626,468,254,158,468,746,305,51,5.980392156862745,0.2878228782287823,0.8740177387157484
793,2,170,56,56,31,50,33,18,4,4.5,0.32941176470588235,0.9884795216758187
794,1,2545,1242,458,272,573,1242,207,36,5.75,0.48801571709233793,0.883314578166055
795,2,2202,1127,1127,306,562,207,126,19,6.631578947368421,0.5118074477747502,0.8450551975636731
796,3,143,76,51,12,76,4,97,12,8.083333333333334,0.5314685314685315,0.6756882917240392
797,1,113,38,39,17,19,38,173,32,5.40625,0.336283185840708,0.9519134048783301
798,1,1516,1050,100,221,145,1050,18,3,6.0,0.6926121372031663,0.6845433216128389
799,4,110,45,22,45,28,15,101,17,5.9411764705882355,0.4090909090909091,0.9418710045562295
800,1,2221,800,597,392,432,800,35,1,35.0,0.360198108959928,0.9777347639528505
801,1,1037,362,332,99,244,362,107,20,5.35,0.3490838958534233,0.9293424722659508
802,3,2896,2267,248,198,2267,183,69,6,11.5,0.7828038674033149,0.5683942582384715
803,3,2330,1629,291,150,1629,260,18,1,18.0,0.6991416309012876,0.6811075181171684
804,1,2403,1652,156,185,410,1652,147,22,6.681818181818182,0.6874739908447773,0.6766423636251958
805,2,2177,1253,1253,172,593,159,186,31,6.0,0.5755627009646302,0.7459092934359852
806,3,2104,999,378,292,999,435,48,7,6.857142857142857,0.47480988593155893,0.9083818770829508
807,4,144,108,7,108,18,11,93,16,5.8125,0.75,0.6033914451280262
808,1,2562,1269,384,550,359,1269,206,38,5.421052631578948,0.4953161592505855,0.8901452740557858
809,3,2749,2221,210,115,2221,203,166,34,4.882352941176471,0.8079301564205166,0.5216760435770551
810,4,4,2,1,2,1,0,101,17,5.9411764705882355,0.5,0.6931471805599453
811,2,1777,1284,1284,124,207,162,63,7,9.0,0.7225661226786719,0.6545772822913004
812,4,78,41,6,41,13,18,6,0,0.0,0.5256410256410257,0.8343158523463541
813,2,2689,1919,1919,258,255,257,125,16,7.8125,0.7136481963555225,0.6726789343933725
814,4,1443,985,135,985,242,81,68,11,6.181818181818182,0.6826056826056826,0.6827624612410668
815,1,2924,2264,182,262,216,2264,121,20,6.05,0.774281805745554,0.5814540180166956
816,1,2294,1185,182,137,790,1185,73,9,8.11111111111111,0.516564952048823,0.7364548244711328
817,2,69,38,38,13,15,3,9,1,9.0,0.5507246376811594,0.782556088593878
818,2,1155,250,250,210,310,385,132,20,6.6,0.21645021645021645,1.0291780618225708
819,1,2627,1391,648,346,242,1391,138,19,7.2631578947368425,0.5295013323182337,0.831935649377679
820,4,1707,647,89,647,102,869,19,4,4.75,0.37902753368482717,0.6660722006123756
821,1,85,34,20,16,15,34,149,26,5.730769230769231,0.4,0.9609223063241961
822,3,852,273,218,113,273,248,251,39,6.435897435897436,0.3204225352112676,0.9759477966933595
823,4,1718,1107,293,1107,224,94,81,12,6.75,0.6443538998835856,0.726262362667984
824,4,2161,661,665,661,306,529,239,50,4.78,0.3058769088385007,0.9839709537592398
825,4,2419,2149,41,2149,162,67,41,5,8.2,0.8883836295990079,0.3494990084014013
826,3,2271,966,665,326,966,314,310,58,5.344827586206897,0.42536327608982827,0.9118501790008245
827,2,463,189,189,55,122,97,153,25,6.12,0.408207343412527,0.9319575707549823
828,3,2816,2461,247,62,2461,46,3,0,0.0,0.8739346590909091,0.3646917824486015
829,4,1802,1120,207,1120,161,314,83,12,6.916666666666667,0.6215316315205327,0.7688283420017468
830,4,2399,1231,393,1231,321,454,111,11,10.090909090909092,0.5131304710295956,0.8805181230081853
831,2,2624,1718,1718,536,205,165,56,7,8.0,0.6547256097560976,0.6975801854828683
832,1,4,2,1,1,0,2,83,15,5.533333333333333,0.5,0.6931471805599453
833,2,2604,1107,1107,310,742,445,280,31,9.03225806451613,0.4251152073732719,0.9130161239516059
834,2,2364,1136,1136,202,533,493,71,11,6.454545454545454,0.4805414551607445,0.8729553841249702
835,3,1309,911,176,81,911,141,173,24,7.208333333333333,0.6959511077158136,0.6819883572449474
836,4,2933,1513,627,1513,591,202,46,8,5.75,0.515854074326628,0.836881110061061
837,3,1935,1209,242,275,1209,209,206,28,7.357142857142857,0.6248062015503876,0.7776668792340607
838,1,2155,964,484,386,321,964,140,23,6.086956521739131,0.44733178654292344,0.9270813777417948
839,4,321,138,71,138,81,31,0,0,0.0,0.42990654205607476,0.9069142348764873
840,1,1730,875,170,269,416,875,107,18,5.944444444444445,0.5057803468208093,0.8600846266620725
841,3,4,4,0,0,4,0,96,17,5.647058823529412,1.0,0.0
842,4,72,24,22,24,14,12,33,1,33.0,0.3333333333333333,0.9793244073169178
843,4,78,22,17,22,17,22,9,0,0.0,0.28205128205128205,1.021070597728498
844,2,2815,1516,1516,400,560,339,126,20,6.3,0.5385435168738899,0.8534087499367103
845,1,1181,810,92,97,182,810,152,24,6.333333333333333,0.6858594411515665,0.692308727991452
846,3,1592,402,474,398,402,318,94,15,6.266666666666667,0.25251256281407036,1.0290299420291344
847,3,4,4,0,0,4,0,57,8,7.125,1.0,0.0
848,4,866,553,143,553,114,56,40,7,5.714285714285714,0.6385681293302541,0.7414120975227882
849,4,2189,810,489,810,427,463,112,9,12.444444444444445,0.3700319780721791,0.9822226027593726
850,2,2520,1229,1229,437,555,299,106,12,8.833333333333334,0.4876984126984127,0.8899760195248814
851,3,85,28,25,16,28,16,222,42,5.285714285714286,0.32941176470588235,0.988663375136118
852,2,2324,1128,1128,375,343,478,118,19,6.2105263157894735,0.4853700516351119,0.9019953648220902
853,3,854,513,158,60,513,123,271,48,5.645833333333333,0.6007025761124122,0.777842122271087
854,2,75,30,30,13,8,24,41,7,5.857142857142857,0.4,0.9071173226712614
855,3,2945,2236,177,399,2236,133,82,14,5.857142857142857,0.7592529711375212,0.5796961297340019
856,3,2900,788,1249,527,788,336,223,37,6.027027027027027,0.2717241379310345,0.9224107406077591
857,1,189,45,42,42,60,45,69,9,7.666666666666667,0.23809523809523808,1.0327335899442303
858,3,2448,1146,484,487,1146,331,252,44,5.7272727272727275,0.4681372549019608,0.9122654350356485
859,3,2513,1284,503,348,1284,378,249,41,6.073170731707317,0.5109430959013131,0.8807057159471487
860,2,15,7,8,1,5,1,11,2,5.5,0.4666666666666667,0.7272774563696646
861,2,86,42,42,7,16,21,76,12,6.333333333333333,0.4883720930232558,0.8613199912062647
862,2,2820,1295,1295,603,599,323,10,0,0.0,0.4592198581560284,0.9071103130134672
863,1,2227,1801,274,69,83,1801,49,9,5.444444444444445,0.8087112707678491,0.48804163620879154
864,3,181,95,27,51,95,8,57,8,7.125,0.5248618784530387,0.7785884514053306
865,2,585,174,174,71,202,138,285,46,6.195652173913044,0.29743589743589743,0.9638480590010633
866,1,583,369,91,52,71,369,111,16,6.9375,0.6329331046312179,0.761902055145462
867,1,2890,2239,177,230,244,2239,32,6,5.333333333333333,0.7747404844290657,0.5811698542598177
868,3,2510,1118,533,320,1118,539,105,12,8.75,0.4454183266932271,0.921975143531794
869,2,617,238,238,81,144,154,172,27,6.37037037037037,0.3857374392220421,0.9525626622707154
870,3,1704,740,517,280,740,167,79,12,6.583333333333333,0.43427230046948356,0.88625767150317
871,2,1156,649,649,149,204,154,141,21,6.714285714285714,0.5614186851211073,0.8387148727153937
872,4,1032,587,176,587,190,79,136,20,6.8,0.5687984496124031,0.8099242914790401
873,2,2650,989,989,892,508,261,171,31,5.516129032258065,0.3732075471698113,0.9114448635787791
874,1,579,239,101,141,98,239,165,23,7.173913043478261,0.41278065630397237,0.9492464813830974
875,1,1671,546,531,383,211,546,78,13,6.0,0.3267504488330341,0.9632475280494979
876,1,79,30,12,24,13,30,35,8,4.375,0.379746835443038,0.9451447012414858
877,1,1581,813,313,216,239,813,45,8,5.625,0.5142314990512334,0.8782085612690675
878,4,1422,436,316,436,433,237,152,20,7.6,0.3066104078762307,0.9949422690932019
879,3,1590,397,585,267,397,341,230,39,5.897435897435898,0.24968553459119497,0.9976896113292144
880,2,1496,738,738,180,370,208,145,20,7.25,0.49331550802139035,0.8746395416743451
881,3,2686,2209,174,119,2209,184,60,6,10.0,0.8224125093075205,0.49901753489390344
882,2,2303,788,788,393,430,692,154,21,7.333333333333333,0.3421623968736431,0.9763582586802516
883,2,167,51,51,39,20,57,19,4,4.75,0.30538922155688625,0.9607174269678935
884,2,626,368,368,90,96,72,115,20,5.75,0.5878594249201278,0.815131211603887
885,1,2577,1383,389,470,335,1383,92,12,7.666666666666667,0.5366705471478463,0.860993677213435
886,4,73,23,21,23,8,21,15,2,7.5,0.3150684931506849,0.9591437991725631
887,3,2641,1231,557,469,1231,384,146,19,7.684210526315789,0.46611132146914047,0.9155315899676135
888,3,89,33,4,28,33,24,91,15,6.066666666666666,0.3707865168539326,0.856667876935549
889,1,2365,1524,187,187,467,1524,143,21,6.809523809523809,0.6443974630021142,0.7215924397648218
890,2,2558,1231,1231,176,1005,146,133,20,6.65,0.4812353401094605,0.7146307579383886
891,4,1629,658,426,658,323,222,96,19,5.052631578947368,0.4039287906691222,0.9432034630234929
892,1,80,35,13,5,27,35,70,9,7.777777777777778,0.4375,0.8351508996129664
893,3,80,34,19,13,34,14,0,0,0.0,0.425,0.9417217541152823
894,2,861,639,639,35,92,95,128,17,7.529411764705882,0.7421602787456446,0.6123541742627917
895,1,167,70,31,33,33,70,0,0,0.0,0.41916167664670656,0.9534269305904073
896,3,2319,1599,313,178,1599,229,183,34,5.382352941176471,0.6895213454075032,0.695972554298837
897,1,9,4,5,0,0,4,142,16,8.875,0.4444444444444444,0.32654814716784386
898,2,2162,1138,1138,315,456,253,90,12,7.5,0.5263644773358002,0.8599515685195356
899,4,83,60,10,60,9,4,39,6,6.5,0.7228915662650602,0.6420154748057321
900,1,317,225,44,20,28,225,61,7,8.714285714285714,0.7097791798107256,0.6627704969978574
901,1,317,181,54,28,54,181,74,12,6.166666666666667,0.5709779179810726,0.8173458609888417
902,4,1257,544,233,544,192,288,124,21,5.904761904761905,0.4327764518695306,0.9370316931865965
903,2,1633,630,630,420,281,302,65,11,5.909090909090909,0.385793018983466,0.9641978047659948
904,1,2199,682,663,248,606,682,0,0,0.0,0.3101409731696226,0.9628028433703619
905,2,5,2,2,2,1,0,81,17,4.764705882352941,0.4,0.688403875236482
906,3,1001,381,207,175,381,238,85,13,6.538461538461538,0.3806193806193806,0.9723448623367426
907,4,1708,1442,80,1442,90,96,50,8,6.25,0.8442622950819673,0.4602672248783129
908,4,2258,1535,233,1535,274,216,96,7,13.714285714285714,0.6798051372896369,0.7148035976679039
909,4,81,43,9,43,24,5,130,25,5.2,0.5308641975308642,0.7764637677901913
910,2,588,353,353,92,78,65,79,12,6.583333333333333,0.6003401360544217,0.801645956875274
911,2,2955,1978,1978,133,188,656,127,20,6.35,0.6693739424703892,0.6489563752423106
912,1,2674,1632,250,196,596,1632,249,44,5.659090909090909,0.6103216155572176,0.7476841844569919
913,1,1711,605,293,470,343,605,312,50,6.24,0.35359438924605496,0.9792922949117001
914,3,2602,1720,304,248,1720,330,88,13,6.769230769230769,0.6610299769408148,0.7367686875686091
915,1,318,124,90,46,58,124,100,12,8.333333333333334,0.389937106918239,0.9472701228913201
916,1,1489,725,201,272,291,725,161,22,7.318181818181818,0.48690396239086636,0.8999311925260531
917,2,570,260,260,104,86,120,91,17,5.352941176470588,0.45614035087719296,0.9237855118149382
